scenario,profile,loss_pct,domain,status,measurement_status,profile,baseline_rtt_ms,baseline_ttfb_ms,pass_ttfb_ms,hybrid_ttfb_ms,fail_ttfb_ms,selected_ttfb_ms,pqc_ttfb_ms,extra_flights,degradation_pct,packet_loss_pct,hybrid_loss_threshold_pct,cbom_migration_risk,cbom_migration_reason,error
model-fail,fail,3.5,medium.com,fail,pass,fail,2.63,65.86,62.49,127.87,283.54,283.54,283.54,2,330.49,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,quora.com,fail,pass,fail,81.9,245.06,232.5,489.15,738.25,738.25,738.25,2,201.26,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,udemy.com,fail,pass,fail,2.85,66.33,62.93,128.8,284.64,284.64,284.64,2,329.14,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,coursera.org,fail,pass,fail,13.74,89.28,84.71,175.09,339.09,339.09,339.09,2,279.79,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,greatlearning.in,fail,pass,fail,41.29,147.36,139.81,292.17,476.84,476.84,476.84,2,223.59,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,simplilearn.com,fail,pass,fail,23.65,110.17,104.53,217.2,388.64,388.64,388.64,2,252.75,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,upgrad.com,fail,pass,fail,15.87,93.77,88.97,184.14,349.74,349.74,349.74,2,272.96,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,physicswallah.live,fail,pass,fail,224.61,659.21,625.44,1324.05,1998.51,1998.51,1998.51,2,203.17,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,toppr.com,fail,pass,fail,64.22,195.7,185.67,389.63,591.49,591.49,591.49,2,202.25,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,vedantu.com,fail,pass,fail,8.76,78.79,74.75,153.92,314.19,314.19,314.19,2,298.79,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,byjus.com,fail,pass,fail,19.29,100.98,95.81,198.67,366.84,366.84,366.84,2,263.27,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,unacademy.com,fail,pass,fail,12.68,87.05,82.59,170.58,333.79,333.79,333.79,2,283.45,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,instamojo.com,fail,pass,fail,237.35,696.19,660.52,1398.59,2111.02,2111.02,2111.02,2,203.23,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,pine-labs.com,fail,pass,fail,35.28,134.69,127.79,266.63,446.79,446.79,446.79,2,231.72,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,billdesk.com,fail,pass,fail,238.75,700.25,664.37,1406.78,2123.38,2123.38,2123.38,2,203.23,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,chargebee.com,fail,pass,fail,84.34,252.14,239.22,503.42,759.8,759.8,759.8,2,201.34,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,razorpay.com,fail,pass,fail,20.75,104.06,98.73,204.88,374.14,374.14,374.14,2,259.54,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,browserstack.com,fail,pass,fail,83.82,250.63,237.79,500.38,755.21,755.21,755.21,2,201.32,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,postman.com,fail,pass,fail,12.53,86.73,82.29,169.94,333.04,333.04,333.04,2,283.98,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,freshworks.com,fail,pass,fail,16.24,94.55,89.71,185.71,351.59,351.59,351.59,2,271.84,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,zoho.com,fail,pass,fail,35.47,135.09,128.17,267.44,447.74,447.74,447.74,2,231.44,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,cyient.com,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-fail,fail,3.5,hexaware.com,hybrid,pass,fail,1.08,62.6,59.39,121.28,275.79,275.79,275.79,2,340.58,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,mindtree.com,fail,pass,fail,304.38,890.71,845.08,1790.74,2702.95,2702.95,2702.95,2,203.46,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,mphasis.com,fail,pass,fail,216.95,636.98,604.35,1279.24,1930.87,1930.87,1930.87,2,203.13,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,ltimindtree.com,fail,pass,fail,239.36,702.02,666.05,1410.35,2128.77,2128.77,2128.77,2,203.24,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,techmahindra.com,fail,pass,fail,10.19,81.8,77.61,160.0,321.34,321.34,321.34,2,292.83,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,hcltech.com,fail,pass,fail,73.27,220.01,208.74,438.66,662.04,662.04,662.04,2,200.91,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,wipro.com,fail,pass,fail,93.18,277.79,263.56,555.14,837.86,837.86,837.86,2,201.61,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,infosys.com,fail,pass,fail,15.03,92.0,87.29,180.57,345.54,345.54,345.54,2,275.57,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,tcs.com,fail,pass,fail,292.35,855.8,811.95,1720.36,2596.72,2596.72,2596.72,2,203.43,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,nestaway.com,fail,pass,fail,36.86,138.02,130.95,273.35,454.69,454.69,454.69,2,229.43,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,propertywala.com,fail,pass,fail,227.88,668.7,634.44,1343.18,2027.39,2027.39,2027.39,2,203.18,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,realestateindia.com,fail,pass,fail,58.57,183.79,174.37,365.61,563.24,563.24,563.24,2,206.47,3.5,0.9,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,commonfloor.com,fail,pass,fail,13.09,87.91,83.41,172.32,335.84,335.84,335.84,2,282.01,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,proptiger.com,fail,pass,fail,237.32,696.09,660.43,1398.41,2110.75,2110.75,2110.75,2,203.23,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,makaan.com,fail,pass,fail,240.58,705.56,669.41,1417.48,2139.54,2139.54,2139.54,2,203.24,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,squareyards.com,fail,pass,fail,48.13,161.78,153.49,321.24,511.04,511.04,511.04,2,215.89,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,nobroker.in,fail,pass,fail,43.49,152.0,144.21,301.52,487.84,487.84,487.84,2,220.95,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,housing.com,fail,pass,fail,13.19,88.12,83.61,172.75,336.34,336.34,336.34,2,281.66,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,99acres.com,fail,pass,fail,8.61,78.47,74.45,153.28,313.44,313.44,313.44,2,299.44,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,magicbricks.com,fail,pass,fail,12.83,87.37,82.89,171.22,334.54,334.54,334.54,2,282.92,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,linkedin.com,hybrid,pass,fail,1.35,63.17,59.93,122.43,277.14,277.14,277.14,2,338.75,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,indeed.co.in,fail,pass,fail,16.16,94.39,89.55,185.37,351.19,351.19,351.19,2,272.08,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,glassdoor.co.in,fail,pass,fail,28.58,120.57,114.39,238.16,413.29,413.29,413.29,2,242.79,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,apna.co,fail,pass,fail,17.88,98.01,92.99,192.68,359.79,359.79,359.79,2,267.09,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,internshala.com,fail,pass,fail,15.34,92.66,87.91,181.89,347.09,347.09,347.09,2,274.6,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,timesjobs.com,fail,pass,fail,224.52,658.95,625.19,1323.53,1997.72,1997.72,1997.72,2,203.17,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,shine.com,fail,pass,fail,13.68,89.16,84.59,174.83,338.79,338.79,338.79,2,279.99,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,foundit.in,fail,pass,fail,258.34,757.1,718.31,1521.39,2296.38,2296.38,2296.38,2,203.31,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,naukri.com,fail,pass,fail,19.28,100.96,95.79,198.63,366.79,366.79,366.79,2,263.29,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,wb.gov.in,fail,pass,fail,511.01,1490.37,1414.01,2999.6,4527.69,4527.69,4527.69,2,203.8,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,mp.gov.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-fail,fail,3.5,rajasthan.gov.in,fail,pass,fail,287.46,841.61,798.49,1691.75,2553.54,2553.54,2553.54,2,203.41,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,gujaratindia.com,fail,pass,fail,2.23,65.02,61.69,126.17,281.54,281.54,281.54,2,333.0,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,kerala.gov.in,fail,pass,fail,463.08,1351.27,1282.04,2719.19,4104.42,4104.42,4104.42,2,203.75,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,karnataka.gov.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-fail,fail,3.5,tn.gov.in,fail,pass,fail,434.29,1267.72,1202.77,2550.76,3850.18,3850.18,3850.18,2,203.71,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,maharashtra.gov.in,fail,pass,fail,459.73,1341.55,1272.82,2699.59,4074.84,4074.84,4074.84,2,203.74,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,up.gov.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-fail,fail,3.5,delhi.gov.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-fail,fail,3.5,iisc.ac.in,fail,pass,fail,455.32,1328.75,1260.67,2673.79,4035.89,4035.89,4035.89,2,203.74,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,iitsystem.ac.in,fail,pass,fail,539.69,1573.6,1492.98,3167.39,4780.96,4780.96,4780.96,2,203.82,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,aicte-india.org,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-fail,fail,3.5,ugc.ac.in,fail,pass,fail,455.32,1328.75,1260.67,2673.79,4035.89,4035.89,4035.89,2,203.74,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,swayam.gov.in,hybrid,pass,fail,1.84,64.2,60.91,124.51,279.59,279.59,279.59,2,335.5,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,nptel.ac.in,fail,pass,fail,9.37,80.07,75.97,156.51,317.24,317.24,317.24,2,296.19,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,ignou.ac.in,fail,pass,fail,490.31,1430.3,1357.02,2878.5,4344.89,4344.89,4344.89,2,203.77,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,cbse.gov.in,fail,pass,fail,482.61,1407.94,1335.81,2833.45,4276.89,4276.89,4276.89,2,203.77,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,nta.ac.in,fail,pass,fail,467.45,1363.95,1294.07,2744.76,4143.01,4143.01,4143.01,2,203.75,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,digilocker.gov.in,fail,pass,fail,236.03,692.35,656.88,1390.86,2099.36,2099.36,2099.36,2,203.22,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,cowin.gov.in,fail,pass,fail,235.63,691.19,655.78,1388.52,2095.83,2095.83,2095.83,2,203.22,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,parivahan.gov.in,fail,pass,fail,273.02,799.7,758.73,1607.27,2426.02,2426.02,2426.02,2,203.37,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,passportindia.gov.in,fail,pass,fail,421.62,1230.95,1167.88,2476.64,3738.29,3738.29,3738.29,2,203.69,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,eprovidentfund.gov.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-fail,fail,3.5,mca.gov.in,fail,pass,fail,503.79,1469.41,1394.13,2957.36,4463.93,4463.93,4463.93,2,203.79,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,gst.gov.in,fail,pass,fail,274.11,802.86,761.73,1613.65,2435.64,2435.64,2435.64,2,203.37,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,incometax.gov.in,fail,pass,fail,270.21,791.54,750.99,1590.83,2401.2,2401.2,2401.2,2,203.36,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,uidai.gov.in,fail,pass,fail,267.94,784.96,744.74,1577.55,2381.16,2381.16,2381.16,2,203.35,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,india.gov.in,fail,pass,fail,284.43,832.82,790.15,1674.02,2526.78,2526.78,2526.78,2,203.4,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,adityabirlacapital.com,fail,pass,fail,265.99,779.3,739.37,1566.14,2363.94,2363.94,2363.94,2,203.34,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,shriramfinance.in,fail,pass,fail,253.74,743.76,705.65,1494.47,2255.76,2255.76,2255.76,2,203.29,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,cholamandalam.com,fail,pass,fail,243.99,715.46,678.8,1437.43,2169.66,2169.66,2169.66,2,203.26,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,manappuram.com,fail,pass,fail,2.39,65.36,62.01,126.85,282.34,282.34,282.34,2,331.99,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,muthootfinance.com,fail,pass,fail,192.87,567.1,538.05,1138.36,1718.22,1718.22,1718.22,2,202.98,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,bajajfinserv.in,fail,pass,fail,14.22,90.3,85.67,177.13,341.49,341.49,341.49,2,278.19,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,maxlifeinsurance.com,fail,pass,fail,277.09,811.52,769.94,1631.08,2461.96,2461.96,2461.96,2,203.38,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,iciciprulife.com,fail,pass,fail,458.73,1338.64,1270.06,2693.74,4066.01,4066.01,4066.01,2,203.74,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,hdfclife.com,fail,pass,fail,11.49,84.54,80.21,165.52,327.84,327.84,327.84,2,287.79,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,sbilife.co.in,fail,pass,fail,30.28,124.15,117.79,245.38,421.79,421.79,421.79,2,239.74,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,licindia.in,fail,pass,fail,30.77,125.18,118.77,247.46,424.24,424.24,424.24,2,238.89,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,digit.in,fail,pass,fail,23.23,109.29,103.69,215.42,386.54,386.54,386.54,2,253.69,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,acko.com,fail,pass,fail,16.92,95.99,91.07,188.6,354.99,354.99,354.99,2,269.83,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,coverfox.com,fail,pass,fail,46.78,158.93,150.79,315.51,504.29,504.29,504.29,2,217.3,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,paisabazaar.com,fail,pass,fail,17.23,96.64,91.69,189.92,356.54,356.54,356.54,2,268.93,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bankbazaar.com,fail,pass,fail,25.83,114.77,108.89,226.47,399.54,399.54,399.54,2,248.12,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,policybazaar.com,fail,pass,fail,17.6,97.42,92.43,191.49,358.39,358.39,358.39,2,267.88,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,kotaksec.com,fail,pass,fail,239.07,701.17,665.25,1408.65,2126.21,2126.21,2126.21,2,203.24,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,motilaloswal.com,fail,pass,fail,10.73,82.94,78.69,162.29,324.04,324.04,324.04,2,290.7,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,sharekhan.com,fail,pass,fail,247.8,726.51,689.29,1459.72,2203.3,2203.3,2203.3,2,203.27,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,hdfcsec.com,fail,pass,fail,11.36,84.27,79.95,164.97,327.19,327.19,327.19,2,288.28,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,icicidirect.com,fail,pass,fail,237.27,695.96,660.3,1398.12,2110.31,2110.31,2110.31,2,203.22,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,5paisa.com,fail,pass,fail,23.96,110.83,105.15,218.52,390.19,390.19,390.19,2,252.07,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,angelone.in,fail,pass,fail,2.05,64.64,61.33,125.4,280.64,280.64,280.64,2,334.15,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,groww.in,hybrid,pass,fail,1.91,64.35,61.05,124.81,279.94,279.94,279.94,2,335.05,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,upstox.com,fail,pass,fail,24.24,111.42,105.71,219.71,391.59,391.59,391.59,2,251.46,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,zerodha.com,fail,pass,fail,2.92,66.48,63.07,129.1,284.99,284.99,284.99,2,328.71,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,punjabandsindbank.co.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-fail,fail,3.5,indianoverseasbank.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-fail,fail,3.5,mahabank.co.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-fail,fail,3.5,uco.in,fail,pass,fail,205.8,604.63,573.65,1214.01,1832.4,1832.4,1832.4,2,203.06,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,centralbankofindia.co.in,fail,pass,fail,255.58,749.09,710.71,1505.24,2272.01,2272.01,2272.01,2,203.3,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,bankofindia.co.in,fail,pass,fail,19.08,100.54,95.39,197.78,365.79,365.79,365.79,2,263.82,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,southindianbank.com,fail,pass,fail,2.04,64.62,61.31,125.36,280.59,280.59,280.59,2,334.21,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bandhanbank.com,fail,pass,fail,240.19,704.43,668.34,1415.2,2136.1,2136.1,2136.1,2,203.24,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,rblbank.com,fail,pass,fail,15.7,93.42,88.63,183.42,348.89,348.89,348.89,2,273.48,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,federalbank.co.in,fail,pass,fail,24.66,112.3,106.55,221.5,393.69,393.69,393.69,2,250.56,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,idfcfirstbank.com,fail,pass,fail,24.73,112.45,106.69,221.79,394.04,394.04,394.04,2,250.41,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,indusind.com,fail,pass,fail,444.89,1298.49,1231.96,2612.77,3943.79,3943.79,3943.79,2,203.72,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,yesbank.in,fail,pass,fail,20.94,104.46,99.11,205.69,375.09,375.09,375.09,2,259.07,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,indianbank.in,fail,pass,fail,434.9,1269.49,1204.45,2554.33,3855.57,3855.57,3855.57,2,203.71,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,canarabank.com,fail,pass,fail,186.09,547.43,519.38,1098.7,1658.35,1658.35,1658.35,2,202.94,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,unionbankofindia.co.in,fail,pass,fail,229.74,674.1,639.56,1354.07,2043.81,2043.81,2043.81,2,203.19,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,bankofbaroda.in,fail,pass,fail,669.02,1948.92,1849.07,3924.02,5923.06,5923.06,5923.06,2,203.92,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,pnbindia.in,fail,pass,fail,247.99,727.06,689.81,1460.84,2204.98,2204.98,2204.98,2,203.27,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,kotak.com,fail,pass,fail,251.36,736.84,699.09,1480.55,2234.74,2234.74,2234.74,2,203.29,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,axisbank.com,fail,pass,fail,11.85,85.3,80.93,167.05,329.64,329.64,329.64,2,286.45,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,icicibank.com,fail,pass,fail,225.96,663.13,629.16,1331.95,2010.43,2010.43,2010.43,2,203.17,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,hdfcbank.com,hybrid,pass,fail,1.63,63.76,60.49,123.62,278.54,278.54,278.54,2,336.88,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,sbi.co.in,fail,pass,fail,227.87,668.68,634.42,1343.13,2027.3,2027.3,2027.3,2,203.18,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
